Level,Unit_name,Unit_Description,Content_Type,Content_Name,Unit_Sub_Unit_name,Unit_Sub_Unit_url
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Subtracting 14 - 6,Subtraction within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20/v/subtract-within-20-using-a-number-line
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Subtract within 20 visually,Subtraction within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20/v/subtract-within-20-using-a-number-line
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Subtract within 20,Subtraction within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-sub-20/v/subtract-within-20-using-a-number-line
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Equal sign,Equal sign,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-equals-sign/v/equal-sign
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Equal sign,Equal sign,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-equals-sign/v/equal-sign
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Missing numbers in addition and subtraction,Missing number within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/missing-number-within-20/v/missing-numbers-in-addition-and-subtraction-within-100
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Find missing number (add and subtract within 20),Missing number within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/missing-number-within-20/v/missing-numbers-in-addition-and-subtraction-within-100
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Addition and subtraction word problems: superheroes,Word problems within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/v/sea-monsters-and-superheroes
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Addition and subtraction word problems: gorillas,Word problems within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/v/sea-monsters-and-superheroes
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Addition and subtraction word problems 1,Word problems within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/v/sea-monsters-and-superheroes
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Addition and subtraction word problems 2,Word problems within 20,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-within-20/v/sea-monsters-and-superheroes
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Comparison word problems: marbles,"Word problems with ""more"" and ""fewer""",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20/v/comparison-word-problems
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Comparison word problems: roly-polies,"Word problems with ""more"" and ""fewer""",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20/v/comparison-word-problems
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,Add and subtract within 20 word problems,"Word problems with ""more"" and ""fewer""",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20/v/comparison-word-problems
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Lesson,"Word problems with ""more"" and ""fewer"" 2","Word problems with ""more"" and ""fewer""",https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-word-problems-more-fewer-20/v/comparison-word-problems
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Adding with arrays,Repeated addition,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-repeated-addition/v/adding-with-arrays
Early Math,Unit 4: Addition and subtraction within 20,"Math can be a blast! In this unit, you'll learn about adding and subtracting numbers up to 20. That might sound tricky, but you'll have all the tools to help you out. Place value blocks, ten frames, arrays, and number lines can all make solving words problems a snap.",Video,Using arrays in word problems,Repeated addition,https://www.khanacademy.org/math/early-math/cc-early-math-add-sub-20/cc-early-math-repeated-addition/v/adding-with-arrays
